ecg,ppg_red,ppg_ir,,ppg_red1,ppg_ir1,heart_rate,SpO2_val,SCD_status,temperature
3049,17655,18875,,67655,30875,72,98,On Skin,37
3524,17721,18895,,67721,30895,72,98,On Skin,37
3211,17793,18915,,67793,30915,72,98,On Skin,37
3007,17858,18942,,67858,30942,72,98,On Skin,37
2431,17908,18964,,67908,30964,72,98,On Skin,37
1790,17927,18964,,67927,30964,72,98,On Skin,37
846,17895,18947,,67895,30947,72,98,On Skin,37
840,17805,18900,,67805,30900,72,98,On Skin,37
1736,17789,18884,,67789,30884,72,98,On Skin,37
1793,17800,18884,,67800,30884,72,98,On Skin,37
1907,17862,18897,,67862,30897,72,98,On Skin,37
-5,18317,19024,,68317,31024,72,98,On Skin,37
427,18408,19045,,68408,31045,72,98,On Skin,37
449,18472,19056,,68472,31056,72,98,On Skin,37
818,18580,19081,,68580,31081,72,98,On Skin,37
-159,18656,19096,,68656,31096,72,98,On Skin,37
-173,18710,19106,,68710,31106,72,98,On Skin,37
764,18757,19113,,68757,31113,72,98,On Skin,37
1792,18870,19144,,68870,31144,72,98,On Skin,37
1804,18941,19171,,68941,31171,72,98,On Skin,37
12504,18973,19173,,68973,31173,72,98,On Skin,37
8137,19015,19183,,69015,31183,72,98,On Skin,37
3546,19051,19195,,69051,31195,72,98,On Skin,37
3637,19089,19196,,69089,31196,72,98,On Skin,37
3009,19093,19186,,69093,31186,72,98,On Skin,37
3596,19070,19174,,69070,31174,72,98,On Skin,37
3572,19089,19169,,69089,31169,72,98,On Skin,37
3830,19212,19216,,69212,31216,72,98,On Skin,37
2866,19412,19317,,69412,31317,72,98,On Skin,37
3648,19615,19393,,69615,31393,72,98,On Skin,37
3598,19686,19405,,69686,31405,72,98,On Skin,37
3894,19676,19382,,69676,31382,72,98,On Skin,37
4616,19600,19347,,69600,31347,72,98,On Skin,37
5304,17553,18802,,67553,30802,72,98,On Skin,37
4627,17241,18727,,67241,30727,72,98,On Skin,37
4023,17052,18701,,67052,30701,72,98,On Skin,37
3677,16953,18676,,66953,30676,72,98,On Skin,37
3692,16890,18648,,66890,30648,72,98,On Skin,37
3965,16915,18655,,66915,30655,72,98,On Skin,37
3554,16986,18663,,66986,30663,72,98,On Skin,37
3309,17007,18657,,67007,30657,72,98,On Skin,37
3382,17025,18663,,67025,30663,72,98,On Skin,37
3028,17062,18664,,67062,30664,72,98,On Skin,37
3774,17134,18689,,67134,30689,72,98,On Skin,37
3656,17208,18699,,67208,30699,72,98,On Skin,37
3608,17236,18701,,67236,30701,72,98,On Skin,37
3509,17298,18715,,67298,30715,72,98,On Skin,37
3756,17363,18732,,67363,30732,72,98,On Skin,37
2697,17407,18749,,67407,30749,72,98,On Skin,37
2910,17340,18708,,67340,30708,72,98,On Skin,37
3175,17307,18695,,67307,30695,72,98,On Skin,37
2457,17381,18730,,67381,30730,72,98,On Skin,37
444,17380,18727,,67380,30727,72,98,On Skin,37
26,17371,18701,,67371,30701,72,98,On Skin,37
731,17427,18721,,67427,30721,72,98,On Skin,37
707,17526,18754,,67526,30754,72,98,On Skin,37
367,17627,18791,,67627,30791,72,98,On Skin,37
872,17711,18811,,67711,30811,72,98,On Skin,37
1102,17774,18812,,67774,30812,72,98,On Skin,37
1510,17814,18813,,67814,30813,72,98,On Skin,37
1509,17909,18846,,67909,30846,72,98,On Skin,37
1689,18006,18877,,68006,30877,72,98,On Skin,37
1544,18156,18922,,68156,30922,72,98,On Skin,37
1409,18283,18965,,68283,30965,72,98,On Skin,37
1627,18333,18972,,68333,30972,72,98,On Skin,37
1063,18312,18939,,68312,30939,72,98,On Skin,37
659,18233,18893,,68233,30893,72,98,On Skin,37
11059,18231,18884,,68231,30884,72,98,On Skin,37
5662,18274,18900,,68274,30900,72,98,On Skin,37
1067,18335,18915,,68335,30915,72,98,On Skin,37
1502,18333,18910,,68333,30910,72,98,On Skin,37
1328,18293,18880,,68293,30880,72,98,On Skin,37
1789,18269,18861,,68269,30861,72,98,On Skin,37
1481,18274,18850,,68274,30850,72,98,On Skin,37
1746,18339,18886,,68339,30886,72,98,On Skin,37
1879,18349,18875,,68349,30875,72,98,On Skin,37
2021,18385,18884,,68385,30884,72,98,On Skin,37
2064,18461,18908,,68461,30908,72,98,On Skin,37
1701,18510,18909,,68510,30909,72,98,On Skin,37
2744,18430,18879,,68430,30879,72,98,On Skin,37
2849,18171,18785,,68171,30785,72,98,On Skin,37
3511,17734,18652,,67734,30652,72,98,On Skin,37
3369,17216,18510,,67216,30510,72,98,On Skin,37
3862,16721,18394,,66721,30394,72,98,On Skin,37
3359,16320,18302,,66320,30302,72,98,On Skin,37
2563,16013,18228,,66013,30228,72,98,On Skin,37
1724,15824,18191,,65824,30191,72,98,On Skin,37
-222,15753,18181,,65753,30181,72,98,On Skin,37
491,15788,18197,,65788,30197,72,98,On Skin,37
653,15810,18198,,65810,30198,72,98,On Skin,37
898,15879,18221,,65879,30221,72,98,On Skin,37
1038,15906,18201,,65906,30201,72,98,On Skin,37
1202,15882,18179,,65882,30179,72,98,On Skin,37
1263,15906,18176,,65906,30176,72,98,On Skin,37
988,15971,18193,,65971,30193,72,98,On Skin,37
1199,16109,18250,,66109,30250,72,98,On Skin,37
1409,16171,18255,,66171,30255,72,98,On Skin,37
1658,16201,18257,,66201,30257,72,98,On Skin,37
1175,16160,18240,,66160,30240,72,98,On Skin,37
1255,16114,18209,,66114,30209,72,98,On Skin,37
1089,16085,18209,,66085,30209,72,98,On Skin,37
1262,16134,18217,,66134,30217,72,98,On Skin,37
1877,16191,18246,,66191,30246,72,98,On Skin,37
2220,16220,18245,,66220,30245,72,98,On Skin,37
3032,16207,18224,,66207,30224,72,98,On Skin,37
3247,16211,18210,,66211,30210,72,98,On Skin,37
3348,16264,18233,,66264,30233,72,98,On Skin,37
3225,16342,18248,,66342,30248,72,98,On Skin,37
3561,16450,18286,,66450,30286,72,98,On Skin,37
3120,16559,18323,,66559,30323,72,98,On Skin,37
3398,16657,18344,,66657,30344,72,98,On Skin,37
1757,17001,18420,,67001,30420,72,98,On Skin,37
1445,17014,18416,,67014,30416,72,98,On Skin,37
406,17037,18412,,67037,30412,72,98,On Skin,37
9816,17080,18420,,67080,30420,72,98,On Skin,37
3176,17116,18424,,67116,30424,72,98,On Skin,37
-4404,17114,18409,,67114,30409,72,98,On Skin,37
-6379,17055,18383,,67055,30383,72,98,On Skin,37
-6269,17079,18382,,67079,30382,72,98,On Skin,37
-5494,17068,18385,,67068,30385,72,98,On Skin,37
-5008,17158,18414,,67158,30414,72,98,On Skin,37
-5035,17204,18430,,67204,30430,72,98,On Skin,37
-7452,17238,18427,,67238,30427,72,98,On Skin,37
-13561,17232,18424,,67232,30424,72,98,On Skin,37
-16225,17230,18418,,67230,30418,72,98,On Skin,37
-14735,17276,18420,,67276,30420,72,98,On Skin,37
-12443,17279,18422,,67279,30422,72,98,On Skin,37
-11088,17121,18373,,67121,30373,72,98,On Skin,37
-9186,16745,18262,,66745,30262,72,98,On Skin,37
-7603,16277,18145,,66277,30145,72,98,On Skin,37
-6331,15783,18023,,65783,30023,72,98,On Skin,37
-6040,15347,17919,,65347,29919,72,98,On Skin,37
-6030,15000,17833,,65000,29833,72,98,On Skin,37
-6588,14802,17790,,64802,29790,72,98,On Skin,37
-6431,14710,17760,,64710,29760,72,98,On Skin,37
-6043,14715,17778,,64715,29778,72,98,On Skin,37
-5500,14744,17776,,64744,29776,72,98,On Skin,37
-4862,14796,17786,,64796,29786,72,98,On Skin,37
-4593,14819,17778,,64819,29778,72,98,On Skin,37
-4010,14843,17773,,64843,29773,72,98,On Skin,37
-3756,14891,17781,,64891,29781,72,98,On Skin,37
-3689,14976,17820,,64976,29820,72,98,On Skin,37
-3150,15074,17844,,65074,29844,72,98,On Skin,37
-3231,15151,17865,,65151,29865,72,98,On Skin,37
-3033,15230,17890,,65230,29890,72,98,On Skin,37
-2570,15281,17890,,65281,29890,72,98,On Skin,37
-2029,15320,17916,,65320,29916,72,98,On Skin,37
-2321,15335,17903,,65335,29903,72,98,On Skin,37
-2180,15327,17910,,65327,29910,72,98,On Skin,37
-1923,15307,17892,,65307,29892,72,98,On Skin,37
-1614,15276,17870,,65276,29870,72,98,On Skin,37
-1389,15225,17840,,65225,29840,72,98,On Skin,37
-1423,15264,17850,,65264,29850,72,98,On Skin,37
-1307,15352,17880,,65352,29880,72,98,On Skin,37
-610,15494,17938,,65494,29938,72,98,On Skin,37
-1383,15592,17966,,65592,29966,72,98,On Skin,37
-1230,15630,17973,,65630,29973,72,98,On Skin,37
-1840,15638,17954,,65638,29954,72,98,On Skin,37
-1929,15694,17964,,65694,29964,72,98,On Skin,37
-1796,15851,18021,,65851,30021,72,98,On Skin,37
-1713,15995,18072,,65995,30072,72,98,On Skin,37
-977,16107,18094,,66107,30094,72,98,On Skin,37
-548,16169,18103,,66169,30103,72,98,On Skin,37
-893,16215,18102,,66215,30102,72,98,On Skin,37
-204,16263,18118,,66263,30118,72,98,On Skin,37
-1209,16326,18136,,66326,30136,72,98,On Skin,37
5524,16423,18165,,66423,30165,72,98,On Skin,37
6896,16498,18200,,66498,30200,72,98,On Skin,37
-877,16517,18190,,66517,30190,72,98,On Skin,37
-782,16462,18154,,66462,30154,72,98,On Skin,37
-1098,16465,18144,,66465,30144,72,98,On Skin,37
-2399,16517,18169,,66517,30169,72,98,On Skin,37
-2447,16631,18211,,66631,30211,72,98,On Skin,37
-1930,16686,18233,,66686,30233,72,98,On Skin,37
-1107,16719,18238,,66719,30238,72,98,On Skin,37
-1238,16678,18203,,66678,30203,72,98,On Skin,37
-1466,16657,18186,,66657,30186,72,98,On Skin,37
-1503,15818,17938,,65818,29938,72,98,On Skin,37
-1316,15334,17820,,65334,29820,72,98,On Skin,37
-911,14941,17727,,64941,29727,72,98,On Skin,37
-1783,14606,17655,,64606,29655,72,98,On Skin,37
-3138,14339,17602,,64339,29602,72,98,On Skin,37
-3019,14404,17607,,64404,29607,72,98,On Skin,37
-2707,14455,17618,,64455,29618,72,98,On Skin,37
-2339,14484,17625,,64484,29625,72,98,On Skin,37
-2456,14508,17619,,64508,29619,72,98,On Skin,37
-1972,14571,17646,,64571,29646,72,98,On Skin,37
-1719,14665,17678,,64665,29678,72,98,On Skin,37
-1954,14742,17689,,64742,29689,72,98,On Skin,37
-1889,14809,17706,,64809,29706,72,98,On Skin,37
-1677,14826,17704,,64826,29704,72,98,On Skin,37
-1617,14889,17716,,64889,29716,72,98,On Skin,37
-1421,14946,17746,,64946,29746,72,98,On Skin,37
-1813,14938,17737,,64938,29737,72,98,On Skin,37
-1404,14899,17718,,64899,29718,72,98,On Skin,37
-1473,14912,17726,,64912,29726,72,98,On Skin,37
-735,14944,17738,,64944,29738,72,98,On Skin,37
-659,15048,17782,,65048,29782,72,98,On Skin,37
-1374,15081,17768,,65081,29768,72,98,On Skin,37
-349,15070,17754,,65070,29754,72,98,On Skin,37
63,15346,17805,,65346,29805,72,98,On Skin,37
105,15458,17842,,65458,29842,72,98,On Skin,37
-1015,15521,17849,,65521,29849,72,98,On Skin,37
-1615,15568,17860,,65568,29860,72,98,On Skin,37
-1177,15602,17870,,65602,29870,72,98,On Skin,37
-1699,15570,17836,,65570,29836,72,98,On Skin,37
8523,15543,17808,,65543,29808,72,98,On Skin,37
4240,15551,17811,,65551,29811,72,98,On Skin,37
-1051,15616,17837,,65616,29837,72,98,On Skin,37
-1209,15745,17891,,65745,29891,72,98,On Skin,37
-779,15848,17936,,65848,29936,72,98,On Skin,37
-831,15847,17926,,65847,29926,72,98,On Skin,37
-319,15918,17944,,65918,29944,72,98,On Skin,37
-469,15946,17948,,65946,29948,72,98,On Skin,37
-95,16056,17996,,66056,29996,72,98,On Skin,37
345,16136,18017,,66136,30017,72,98,On Skin,37
120,16175,18028,,66175,30028,72,98,On Skin,37
716,16199,18027,,66199,30027,72,98,On Skin,37
733,16198,18029,,66198,30029,72,98,On Skin,37
1575,16016,17970,,66016,29970,72,98,On Skin,37
2626,15673,17876,,65673,29876,72,98,On Skin,37
3540,15229,17755,,65229,29755,72,98,On Skin,37
3440,14741,17629,,64741,29629,72,98,On Skin,37
3183,14327,17529,,64327,29529,72,98,On Skin,37
2143,14052,17463,,64052,29463,72,98,On Skin,37
1320,13875,17411,,63875,29411,72,98,On Skin,37
920,13732,17371,,63732,29371,72,98,On Skin,37
730,13744,17369,,63744,29369,72,98,On Skin,37
476,13781,17374,,63781,29374,72,98,On Skin,37
792,13854,17398,,63854,29398,72,98,On Skin,37
1382,13940,17413,,63940,29413,72,98,On Skin,37
1466,13979,17424,,63979,29424,72,98,On Skin,37
1145,14014,17430,,64014,29430,72,98,On Skin,37
1247,14012,17413,,64012,29413,72,98,On Skin,37
2453,14451,17554,,64451,29554,72,98,On Skin,37
3047,14430,17546,,64430,29546,72,98,On Skin,37
2457,14422,17540,,64422,29540,72,98,On Skin,37
2749,14435,17540,,64435,29540,72,98,On Skin,37
2523,14436,17543,,64436,29543,72,98,On Skin,37
2376,14486,17545,,64486,29545,72,98,On Skin,37
2735,14518,17554,,64518,29554,72,98,On Skin,37
2718,14600,17570,,64600,29570,72,98,On Skin,37
2425,14695,17598,,64695,29598,72,98,On Skin,37
2202,14783,17619,,64783,29619,72,98,On Skin,37
2610,14895,17648,,64895,29648,72,98,On Skin,37
2560,14979,17672,,64979,29672,72,98,On Skin,37
2862,15072,17700,,65072,29700,72,98,On Skin,37
2113,15154,17715,,65154,29715,72,98,On Skin,37
2515,15275,17754,,65275,29754,72,98,On Skin,37
2366,15365,17778,,65365,29778,72,98,On Skin,37
1432,15402,17769,,65402,29769,72,98,On Skin,37
522,15476,17798,,65476,29798,72,98,On Skin,37
-927,15484,17785,,65484,29785,72,98,On Skin,37
785,15493,17777,,65493,29777,72,98,On Skin,37
10800,15474,17767,,65474,29767,72,98,On Skin,37
1143,15491,17766,,65491,29766,72,98,On Skin,37
-1288,15550,17788,,65550,29788,72,98,On Skin,37
-2697,15645,17818,,65645,29818,72,98,On Skin,37
-3809,15694,17833,,65694,29833,72,98,On Skin,37
-4474,15720,17832,,65720,29832,72,98,On Skin,37
-7151,15783,17855,,65783,29855,72,98,On Skin,37
-8489,15879,17896,,65879,29896,72,98,On Skin,37
-8136,15986,17935,,65986,29935,72,98,On Skin,37
-7048,16005,17921,,66005,29921,72,98,On Skin,37
-6622,16020,17919,,66020,29919,72,98,On Skin,37
-6440,16009,17900,,66009,29900,72,98,On Skin,37
-7150,15910,17864,,65910,29864,72,98,On Skin,37
-5404,15593,17758,,65593,29758,72,98,On Skin,37
-4749,15091,17605,,65091,29605,72,98,On Skin,37
-4595,13568,17256,,63568,29256,72,98,On Skin,37
-4756,13511,17233,,63511,29233,72,98,On Skin,37
-4904,13519,17244,,63519,29244,72,98,On Skin,37
-4691,13583,17268,,63583,29268,72,98,On Skin,37
-4010,13704,17253,,63704,29253,72,98,On Skin,37
-3924,13715,17255,,63715,29255,72,98,On Skin,37
-3984,13823,17287,,63823,29287,72,98,On Skin,37
-3954,13935,17320,,63935,29320,72,98,On Skin,37
-4257,13999,17328,,63999,29328,72,98,On Skin,37
-4997,14003,17335,,64003,29335,72,98,On Skin,37
-5745,13992,17315,,63992,29315,72,98,On Skin,37
-5479,13946,17290,,63946,29290,72,98,On Skin,37
-5276,13896,17259,,63896,29259,72,98,On Skin,37
-4311,13889,17256,,63889,29256,72,98,On Skin,37
-3898,13968,17285,,63968,29285,72,98,On Skin,37
-3761,14278,17362,,64278,29362,72,98,On Skin,37
-3795,14357,17376,,64357,29376,72,98,On Skin,37
-3734,14399,17387,,64399,29387,72,98,On Skin,37
-3145,14418,17373,,64418,29373,72,98,On Skin,37
-3060,14353,17271,,64353,29271,72,98,On Skin,37
-3141,14529,17336,,64529,29336,72,98,On Skin,37
-3330,14646,17371,,64646,29371,72,98,On Skin,37
-4374,14653,17357,,64653,29357,72,98,On Skin,37
-3687,14823,17376,,64823,29376,72,98,On Skin,37
-3566,14843,17381,,64843,29381,72,98,On Skin,37
-4621,14829,17370,,64829,29370,72,98,On Skin,37
-4204,14862,17366,,64862,29366,72,98,On Skin,37
-1859,15085,17419,,65085,29419,72,98,On Skin,37
-1901,15040,17399,,65040,29399,72,98,On Skin,37
-1127,14833,17344,,64833,29344,72,98,On Skin,37
-442,14369,17207,,64369,29207,72,98,On Skin,37
-524,12735,16792,,62735,28792,72,98,On Skin,37
-1439,12527,16735,,62527,28735,72,98,On Skin,37
-1641,12482,16734,,62482,28734,72,98,On Skin,37
-2258,12541,16769,,62541,28769,73,98,On Skin,37
-1943,12718,16820,,62718,28820,73,98,On Skin,37
-2005,12777,16832,,62777,28832,73,98,On Skin,37
-2083,12786,16830,,62786,28830,73,98,On Skin,37
-1607,12836,16841,,62836,28841,73,98,On Skin,37
-2887,12902,16870,,62902,28870,73,98,On Skin,37
-3126,12900,16845,,62900,28845,73,98,On Skin,37
-2820,12943,16860,,62943,28860,73,98,On Skin,37
-1939,13299,16949,,63299,28949,73,98,On Skin,37
-1811,13331,16956,,63331,28956,73,98,On Skin,37
-1794,13340,16938,,63340,28938,73,98,On Skin,37
-1380,13351,16941,,63351,28941,73,98,On Skin,37
-1935,13396,16935,,63396,28935,73,98,On Skin,37
-2056,13456,16961,,63456,28961,73,98,On Skin,37
-2010,13563,16989,,63563,28989,73,98,On Skin,37
-1785,13672,17029,,63672,29029,73,98,On Skin,37
-1176,13813,17069,,63813,29069,73,98,On Skin,37
-908,13896,17081,,63896,29081,73,98,On Skin,37
-503,13963,17099,,63963,29099,73,98,On Skin,37
-627,14002,17099,,64002,29099,73,98,On Skin,37
-764,14105,17136,,64105,29136,73,98,On Skin,37
-1121,14191,17152,,64191,29152,73,98,On Skin,37
-1860,14272,17186,,64272,29186,73,98,On Skin,37
829,14330,17193,,64330,29193,73,98,On Skin,37
10227,14387,17213,,64387,29213,73,98,On Skin,37
130,14385,17199,,64385,29199,73,98,On Skin,37
-2724,14357,17181,,64357,29181,73,98,On Skin,37
-2996,14406,17202,,64406,29202,73,98,On Skin,37
-2552,14458,17215,,64458,29215,73,98,On Skin,37
-2658,14545,17244,,64545,29244,73,98,On Skin,37
-5922,14651,17282,,64651,29282,73,98,On Skin,37
-8283,14718,17307,,64718,29307,73,98,On Skin,37
-10375,14742,17317,,64742,29317,73,98,On Skin,37
-11566,14748,17301,,64748,29301,73,98,On Skin,37
-9802,14795,17312,,64795,29312,73,98,On Skin,37
-9359,14800,17300,,64800,29300,73,98,On Skin,37
-8495,14735,17284,,64735,29284,73,98,On Skin,37
-7674,14576,17237,,64576,29237,73,98,On Skin,37
-6969,14215,17145,,64215,29145,73,98,On Skin,37
-6673,12408,16668,,62408,28668,73,98,On Skin,37
-7084,12410,16679,,62410,28679,73,98,On Skin,37
-7068,12454,16703,,62454,28703,73,98,On Skin,37
-7188,12509,16711,,62509,28711,73,98,On Skin,37
-6293,12543,16714,,62543,28714,73,98,On Skin,37
-6378,12559,16696,,62559,28696,73,98,On Skin,37
-6115,12556,16692,,62556,28692,73,98,On Skin,37
-5580,12603,16702,,62603,28702,73,98,On Skin,37
-5134,12644,16709,,62644,28709,73,98,On Skin,37
-4794,12762,16745,,62762,28745,73,98,On Skin,37
-4724,12866,16780,,62866,28780,73,98,On Skin,37
-4250,12919,16786,,62919,28786,73,98,On Skin,37
-4062,12956,16800,,62956,28800,73,98,On Skin,37
-3459,12997,16807,,62997,28807,73,98,On Skin,37
-3562,12973,16801,,62973,28801,73,98,On Skin,37
-3161,12814,16726,,62814,28726,73,98,On Skin,37
-2800,12756,16686,,62756,28686,73,98,On Skin,37
-3245,12696,16659,,62696,28659,73,98,On Skin,37
-2703,12583,16592,,62583,28592,73,98,On Skin,37
-2564,12534,16570,,62534,28570,73,98,On Skin,37
-2496,12645,16618,,62645,28618,73,98,On Skin,37
-2389,12792,16662,,62792,28662,73,98,On Skin,37
-2120,12893,16690,,62893,28690,73,98,On Skin,37
-1942,12971,16718,,62971,28718,73,98,On Skin,37
-1725,13084,16749,,63084,28749,73,98,On Skin,37
-1581,13123,16747,,63123,28747,73,98,On Skin,37
-1378,13222,16786,,63222,28786,73,98,On Skin,37
-1239,13325,16811,,63325,28811,73,98,On Skin,37
-1733,13410,16838,,63410,28838,73,98,On Skin,37
-864,13452,16831,,63452,28831,73,98,On Skin,37
-895,13433,16814,,63433,28814,73,98,On Skin,37
-1474,13445,16801,,63445,28801,73,98,On Skin,37
-954,13533,16837,,63533,28837,73,98,On Skin,37
-1888,13657,16885,,63657,28885,73,98,On Skin,37
752,13712,16897,,63712,28897,73,98,On Skin,37
10395,13741,16912,,63741,28912,73,98,On Skin,37
1713,13741,16887,,63741,28887,73,98,On Skin,37
-679,13766,16899,,63766,28899,73,98,On Skin,37
-535,13838,16920,,63838,28920,73,98,On Skin,37
1151,14349,17118,,64349,29118,73,98,On Skin,37
1359,14489,17167,,64489,29167,73,98,On Skin,37
1587,14650,17224,,64650,29224,73,98,On Skin,37
2063,14788,17277,,64788,29277,73,98,On Skin,37
2724,14725,17245,,64725,29245,73,98,On Skin,37
2777,14464,17160,,64464,29160,73,98,On Skin,37
2766,14049,17058,,64049,29058,73,98,On Skin,37
3341,13538,16914,,63538,28914,73,98,On Skin,37
3424,13083,16799,,63083,28799,73,98,On Skin,37
3367,12711,16717,,62711,28717,73,98,On Skin,37
2374,12452,16649,,62452,28649,73,98,On Skin,37
1915,12351,16645,,62351,28645,73,98,On Skin,37
1276,12289,16616,,62289,28616,73,98,On Skin,37
1100,12293,16622,,62293,28622,73,98,On Skin,37
1116,12377,16642,,62377,28642,73,98,On Skin,37
888,12435,16656,,62435,28656,73,98,On Skin,37
1095,12608,16697,,62608,28697,73,98,On Skin,37
904,12639,16687,,62639,28687,73,98,On Skin,37
1219,12655,16693,,62655,28693,73,98,On Skin,37
585,12721,16722,,62721,28722,73,98,On Skin,37
933,12833,16752,,62833,28752,73,98,On Skin,37
957,12944,16799,,62944,28799,73,98,On Skin,37
741,13017,16826,,63017,28826,73,98,On Skin,37
925,13032,16825,,63032,28825,73,98,On Skin,37
833,13032,16825,,63032,28825,73,98,On Skin,37
1122,13038,16817,,63038,28817,73,98,On Skin,37
1128,13054,16827,,63054,28827,73,98,On Skin,37
1084,13089,16834,,63089,28834,73,98,On Skin,37
966,13125,16835,,63125,28835,73,98,On Skin,37
1124,13226,16870,,63226,28870,73,98,On Skin,37
1221,13325,16904,,63325,28904,73,98,On Skin,37
856,13450,16945,,63450,28945,73,98,On Skin,37
937,13535,16967,,63535,28967,73,98,On Skin,37
946,13567,16965,,63567,28965,73,98,On Skin,37
1316,13626,16970,,63626,28970,73,98,On Skin,37
1300,13684,16987,,63684,28987,73,98,On Skin,37
1108,13762,16997,,63762,28997,73,98,On Skin,37
2047,13800,16986,,63800,28986,73,98,On Skin,37
1862,13862,17009,,63862,29009,73,98,On Skin,37
2140,13899,17000,,63899,29000,73,98,On Skin,37
2033,13937,17025,,63937,29025,73,98,On Skin,37
1053,13939,17004,,63939,29004,73,98,On Skin,37
1146,13955,17003,,63955,29003,73,98,On Skin,37
719,14010,17026,,64010,29026,73,98,On Skin,37
931,14097,17052,,64097,29052,73,98,On Skin,37
11517,14171,17078,,64171,29078,73,98,On Skin,37
4317,14212,17084,,64212,29084,73,98,On Skin,37
691,14219,17086,,64219,29086,73,98,On Skin,37
959,14246,17083,,64246,29083,73,98,On Skin,37
248,14275,17084,,64275,29084,73,98,On Skin,37
418,14388,17129,,64388,29129,73,98,On Skin,37
754,14493,17174,,64493,29174,73,98,On Skin,37
1125,14576,17189,,64576,29189,73,98,On Skin,37
1332,14616,17200,,64616,29200,73,98,On Skin,37
1118,14625,17190,,64625,29190,73,98,On Skin,37
1359,14654,17197,,64654,29197,73,98,On Skin,37
1724,14743,17234,,64743,29234,73,98,On Skin,37
1778,14756,17231,,64756,29231,73,98,On Skin,37
2411,14608,17198,,64608,29198,73,98,On Skin,37
2612,14288,17110,,64288,29110,73,98,On Skin,37
2875,13790,16980,,63790,28980,73,98,On Skin,37
3748,13331,16867,,63331,28867,73,98,On Skin,37
3302,12892,16754,,62892,28754,73,98,On Skin,37
466,12348,16635,,62348,28635,73,98,On Skin,37
1227,12470,16677,,62470,28677,73,98,On Skin,37
691,12534,16689,,62534,28689,73,98,On Skin,37
1149,12563,16685,,62563,28685,73,98,On Skin,37
607,12576,16675,,62576,28675,73,98,On Skin,37
958,12607,16687,,62607,28687,73,98,On Skin,37
966,12710,16725,,62710,28725,73,98,On Skin,37
394,12835,16769,,62835,28769,73,98,On Skin,37
1262,12927,16797,,62927,28797,73,98,On Skin,37
428,12983,16821,,62983,28821,73,98,On Skin,37
221,13009,16808,,63009,28808,73,98,On Skin,37
776,12965,16781,,62965,28781,73,98,On Skin,37
755,12920,16754,,62920,28754,73,98,On Skin,37
674,12932,16762,,62932,28762,73,98,On Skin,37
679,12936,16770,,62936,28770,73,98,On Skin,37
876,12954,16772,,62954,28772,73,98,On Skin,37
656,12934,16746,,62934,28746,73,98,On Skin,37
970,12947,16751,,62947,28751,73,98,On Skin,37
1135,13049,16787,,63049,28787,73,98,On Skin,37
1466,13204,16849,,63204,28849,73,98,On Skin,37
1942,13855,17001,,63855,29001,73,98,On Skin,37
2424,13839,16982,,63839,28982,73,98,On Skin,37
2170,13853,16968,,63853,28968,73,98,On Skin,37
1872,13926,16999,,63926,28999,73,98,On Skin,37
3259,14313,17113,,64313,29113,73,98,On Skin,37
1892,14272,17081,,64272,29081,73,98,On Skin,37
1950,14263,17062,,64263,29062,73,98,On Skin,37
2547,14289,17073,,64289,29073,73,98,On Skin,37
2774,14359,17094,,64359,29094,73,98,On Skin,37
2912,14424,17120,,64424,29120,73,98,On Skin,37
3122,14448,17124,,64448,29124,73,98,On Skin,37
3678,14434,17108,,64434,29108,73,98,On Skin,37
3852,14483,17117,,64483,29117,73,98,On Skin,37
3633,14548,17126,,64548,29126,73,98,On Skin,37
4359,14589,17139,,64589,29139,73,98,On Skin,37
4585,14528,17118,,64528,29118,73,98,On Skin,37
4939,14316,17055,,64316,29055,73,98,On Skin,37
5199,13896,16939,,63896,28939,73,98,On Skin,37
4785,13350,16780,,63350,28780,73,98,On Skin,37
5594,12842,16643,,62842,28643,73,98,On Skin,37
2991,12324,16553,,62324,28553,73,98,On Skin,37
3417,12404,16568,,62404,28568,73,98,On Skin,37
3228,12461,16577,,62461,28577,73,98,On Skin,37
3350,12558,16612,,62558,28612,73,98,On Skin,37
3088,12598,16613,,62598,28613,73,98,On Skin,37
2997,12635,16617,,62635,28617,73,98,On Skin,37
3288,12687,16636,,62687,28636,73,98,On Skin,37
3516,12741,16649,,62741,28649,73,98,On Skin,37
3714,12690,16621,,62690,28621,73,98,On Skin,37
3461,12666,16614,,62666,28614,73,98,On Skin,37
3694,12674,16619,,62674,28619,73,98,On Skin,37
3617,12668,16614,,62668,28614,73,98,On Skin,37
4379,12674,16586,,62674,28586,73,98,On Skin,37
4571,12687,16588,,62687,28588,73,98,On Skin,37
4966,12738,16582,,62738,28582,73,98,On Skin,37
4608,12817,16613,,62817,28613,73,98,On Skin,37
5274,12906,16637,,62906,28637,73,98,On Skin,37
5102,12949,16646,,62949,28646,73,98,On Skin,37
4836,12982,16649,,62982,28649,73,98,On Skin,37
4523,13044,16660,,63044,28660,73,98,On Skin,37
4055,13076,16656,,63076,28656,73,98,On Skin,37
3872,13101,16655,,63101,28655,73,98,On Skin,37
3286,13090,16640,,63090,28640,73,98,On Skin,37
4240,13166,16677,,63166,28677,73,98,On Skin,37
14345,13309,16728,,63309,28728,73,98,On Skin,37
5634,13402,16769,,63402,28769,73,98,On Skin,37
3109,13433,16763,,63433,28763,73,98,On Skin,37
3354,13410,16739,,63410,28739,73,98,On Skin,37
